ts,SiO2_in,CaO_in,Moisture,Separator,Gypsum,LSF_est,Blaine_est,fCaO_est
2025-09-20 09:34:07.694508,14.248357076505616,42.66099225438184,1.3643010539025557,119.28288391770535,3.1741431238334092,98.74120324731686,336.66599182796386,0.0
2025-09-20 09:34:08.694508,13.930867849414408,42.63726871329292,1.4389001073892693,119.83672048129846,3.141661796267833,99.23756379971924,339.2039473351044,0.0
2025-09-20 09:34:09.694508,14.323844269050346,41.563485461895986,1.3805237877909715,120.32147439293792,2.5317400770972545,95.54544758343059,335.54441100177735,0.8277755033119405
2025-09-20 09:34:10.694508,14.761514928204013,42.73592784663885,1.5220836093892238,124.7343073082309,3.2897921108818693,97.8155264297652,354.92260915429927,0.2177907897639327
2025-09-20 09:34:11.694508,13.882923312638333,43.5862632654574,1.7394357062923826,116.26391345756628,2.254958662211691,101.9452323511133,324.06051638778445,0.0
2025-09-20 09:34:12.694508,13.88293152152541,41.980614304738566,1.3457915685717592,115.7682650424367,2.6729078371198356,97.62259165430616,328.30905502117486,0.14777423083643737
2025-09-20 09:34:13.694508,14.789606407753695,43.838786120840474,1.7001640995536829,126.18309871071487,2.000456093551096,100.72763630170893,342.10283761763475,0.0
2025-09-20 09:34:14.694508,14.383717364576455,43.39021985686747,1.3436655855306225,117.68677629059351,3.779313258481407,99.78978052380424,342.0483208593135,0.0
2025-09-20 09:34:15.694508,13.765262807032524,42.41261334242317,1.3304745575006232,113.68482323211467,2.884225253027352,98.69906091642002,324.05468900046225,0.0
2025-09-20 09:34:16.694508,14.271280021792982,42.886776290129724,1.6637189236686427,117.57435028950064,4.0,98.80722043010135,342.5928668565154,0.0
2025-09-20 09:34:17.694508,13.768291153593768,44.278657446112824,1.6843872756015235,118.34973632378,3.4014749632597474,103.37749562219832,338.42856361230326,0.3877365906585055
2025-09-20 09:34:18.694508,13.76713512321487,43.58683825080469,1.670281987352531,127.77481363862883,3.2240491066755124,102.57641590393503,357.380628577256,0.06625228941316648
2025-09-20 09:34:19.694508,14.120981135783017,43.00702692391852,1.2368405183563718,124.62413106188369,2.7068861528595005,100.13862443478543,347.6395182892431,0.0
2025-09-20 09:34:20.694508,13.0433598776711,42.80985334643121,1.40680980438559,125.73760308316122,2.47682498215629,100.89945205139367,348.7723288092595,0.0
2025-09-20 09:34:21.694508,13.137541083743484,43.061287256361325,1.6645977184006644,124.09986821173393,3.2614857869484726,102.09688512162056,345.85508845692596,0.017814020884838546
2025-09-20 09:34:22.694508,13.718856235379514,42.59058915364616,1.508308368112779,124.73121835807657,2.964242995363509,99.34346925703208,352.71022264828235,0.0
2025-09-20 09:34:23.694508,13.493584439832787,41.31620039542479,1.285261430760507,116.55958936709841,2.3303648422573495,96.46213981616062,323.03095648709484,0.4816706879168709
2025-09-20 09:34:24.694508,14.157123666297636,44.633742328427786,1.5916635878250884,119.00698922323258,2.2415707917458407,103.02723875561294,330.8485393029447,0.1618644194065629
2025-09-20 09:34:25.694508,13.545987962239394,43.12425999935952,1.357038548201706,115.05042343488226,2.520648135428208,101.70463342083015,324.745179209421,0.0
2025-09-20 09:34:26.694508,13.293848149332355,43.31851781209803,1.8589049696784423,118.94755984731484,3.910483612633115,101.5266666567468,343.59182481000124,0.0
2025-09-20 09:34:27.694508,14.732824384460777,42.95367380009847,1.8089682924836517,123.42052495467371,4.0,98.39255414231968,359.0075675756691,0.0
2025-09-20 09:34:28.694508,13.887111849756732,42.41190655942033,1.6208194852711135,120.67291642406123,3.1024945736544547,98.28238707617493,343.58953406019197,0.0
2025-09-20 09:34:29.694508,14.033764102343962,42.851260415240986,1.7722013409539548,126.55740409480147,3.0744713981206444,99.94854480694949,355.15929457177106,0.0
2025-09-20 09:34:30.694508,13.287625906893272,41.72048419024455,1.5129582700246762,114.29292103886391,2.8318398140852397,98.05878274866784,323.1423901575055,0.0
2025-09-20 09:34:31.694508,13.72780863773741,44.82166919844264,1.6530874988750033,122.5011917534912,2.5327573258452487,105.03132439287161,343.0095807191342,1.001544610712162
2025-09-20 09:34:32.694508,14.055461294854933,42.01239040126208,1.795544059060415,113.75848599065341,3.6875895288036222,97.36968628198032,330.25841764818307,0.1467027157750376
2025-09-20 09:34:33.694508,13.42450321128885,42.174426972922255,1.5490997363588626,120.4708823458682,3.936788196948568,99.23834617719582,352.38898348909817,0.0
2025-09-20 09:34:34.694508,14.187849009172837,42.64779263649088,1.4489625656971432,123.70166711278239,2.553290457080357,98.75028595487316,340.26431137556835,0.0
2025-09-20 09:34:35.694508,13.699680655040597,44.030460579881904,1.1590756083645768,118.9274871658789,2.958580810787699,103.15515354514301,338.80611817479024,0.4326876476530226
2025-09-20 09:34:36.694508,13.854153125103362,43.01160719941012,1.4833732948557012,122.75563302043479,2.775066849644916,100.06151076069119,341.5680663993189,0.0
2025-09-20 09:34:37.694508,13.699146693885302,42.01109136317563,1.6646846369124622,115.20133832583534,2.7898804625675115,97.34207033349743,325.02715024072756,0.19628690374567198
2025-09-20 09:34:38.694508,14.926139092254468,44.00347068860587,1.6891266855135258,111.68155010901809,3.592954127714931,100.09712305723482,325.6154235388187,0.0
2025-09-20 09:34:39.694508,13.993251387631034,43.58480050142838,1.600873013143682,122.78514811243902,2.344019227316939,101.83473834764922,343.37697778004673,0.0
2025-09-20 09:34:40.694508,13.47114453552205,43.430747965773165,1.391740181007552,128.72005117037867,3.233234845468153,101.98167111172566,362.7974420187161,0.0
2025-09-20 09:34:41.694508,14.411272456051595,43.572587392936676,1.1046356862104818,115.01977529915054,3.364119053652933,100.27691868137725,332.1160407427493,0.0
2025-09-20 09:34:42.694508,13.389578175014488,44.91548952046596,1.400956980399053,126.11097090053397,2.9289244131990904,105.3067033789269,354.8708206671795,1.0217326829667999
2025-09-20 09:34:43.694508,14.104431797502377,44.74807591602889,1.4391310257892098,120.21711704408206,3.4465339134933863,103.30150262502228,343.3634144132692,0.32025586649855337
2025-09-20 09:34:44.694508,13.020164938060113,42.450627725597364,1.4374142065619973,113.32154239153462,3.073825920268725,100.2346359978091,326.31216360629236,0.0
2025-09-20 09:34:45.694508,13.335906975550785,44.29910799424892,1.6237112713955848,114.34247349323918,3.608564960578056,105.01998246154336,331.18308789116935,0.8715332098814642
2025-09-20 09:34:46.694508,14.09843061793456,43.30653455180712,1.897135282202968,120.07892386680325,2.238897347537073,100.29094004683752,330.84452077811613,0.0
2025-09-20 09:34:47.694508,14.369233289997705,43.3992766529102,1.5247058403682185,117.97768856037948,2.8256123694965654,100.4599678149008,334.3171621476215,0.0
2025-09-20 09:34:48.694508,14.085684140594985,41.64618333468534,1.4566536421687077,113.43543511620881,2.9640934285744827,96.1425601408244,323.3028308326725,0.6214361700888754
2025-09-20 09:34:49.694508,13.94217585880588,42.86369138768944,1.4481556373991815,111.52980359387297,2.0,100.09431009962627,307.4486525413348,0.0
2025-09-20 09:34:50.694508,13.849448152205355,42.349741127730745,1.524876953381543,115.76640336036746,2.4570236332107327,98.49958111401182,323.7358194895213,0.0
2025-09-20 09:34:51.694508,13.260739004816287,43.66244705191465,1.3343412479303203,120.96904504165559,2.593200372820607,102.5186974973788,337.47054737366665,0.14245942573980125
2025-09-20 09:34:52.694508,13.640077895802646,43.856864400322245,1.524039711749211,119.9679962369843,3.474102997411675,102.7275286752506,344.75678378606443,0.10776120100546194
2025-09-20 09:34:53.694508,13.769680614520107,41.34041091918695,1.59016246726636,117.49381021249961,2.6465783268427,97.22866627806737,331.7433719049478,0.24255752208501843
2025-09-20 09:34:54.694508,14.528561113109458,42.98237210879658,1.5419372127148976,121.0094359714574,2.5909605063470114,99.79375020354797,335.87355234399445,0.0
2025-09-20 09:34:55.694508,14.17180914478423,43.8974892038354,1.5915083868009563,125.20013359931343,3.408742890328096,102.14337137140973,353.56547896467555,0.08157891310675852
2025-09-20 09:34:56.694508,13.118479922318633,42.85065683014924,1.586749521869707,121.97063255217074,2.1910446771049727,101.32115282302898,336.5017804139674,0.0
2025-09-20 09:34:57.694508,14.162041984697398,43.583250916001894,1.1456206635507113,119.39345664305209,2.0,101.28599422165749,328.71993905638885,0.0
2025-09-20 09:34:58.694508,13.807458859791842,43.28093237410167,1.6273740316790806,124.64036003330344,2.819203849965327,101.24583938503713,349.2195589733404,0.0
2025-09-20 09:34:59.694508,13.661538999847021,43.2733281855621,1.3657970308675094,115.20074848891852,2.2761466159608226,101.34029908802766,322.07515926878636,0.0
2025-09-20 09:35:00.694508,14.305838144420434,42.782948017545365,1.2808321673992085,118.87540230222324,2.2951603526701754,99.06616576498386,326.94857598740674,0.0
2025-09-20 09:35:01.694508,14.515499761247975,42.02673535669143,1.2791096344290007,118.99456032199816,3.286716895843991,96.63995230030942,342.83772044660736,0.5453031624743778
2025-09-20 09:35:02.694508,14.4656400595581,42.10277588205998,1.586708322094506,113.81523370778578,3.4379869189562897,96.66767339335159,326.1450748426443,0.5149533088604695
2025-09-20 09:35:03.694508,13.58039123838868,43.56748201156425,1.4554850145550293,117.90062918857821,3.3944321079260624,101.66029415244145,338.8737730768016,0.0
2025-09-20 09:35:04.694508,13.845393812074393,43.015566604415106,1.163606243202918,110.0,3.5543883301536163,100.11809926577891,320.90708741464465,0.0
2025-09-20 09:35:05.694508,14.165631715701782,42.88919020431422,1.5956075630384567,129.56089023831476,3.620567160007401,99.79147150391879,368.5259453511,0.0
2025-09-20 09:35:06.694508,14.48777256356118,42.66088796614212,1.2120783738402345,115.31293105781843,2.0,98.16094367598527,323.1098516545809,0.0
2025-09-20 09:35:07.694508,13.760412881077356,42.755848923615396,1.5279642717036421,127.93057065710656,3.2252059799647332,100.01893999267753,362.5772001254868,0.0
2025-09-20 09:35:08.694508,13.907170511668092,43.83752943559051,1.5476997851346108,120.19042252859747,2.7351959002152206,102.13797480178789,339.39889320388,0.03492888590098047
2025-09-20 09:35:09.694508,13.446832512996986,42.73180473450558,1.677115416339009,122.82432066077979,2.626287877004782,99.90604805776466,342.73998604870775,0.0
2025-09-20 09:35:10.694508,13.401896687959665,41.92714822935874,1.8563369572933703,117.55600100824535,3.280207316104353,98.39476234004162,336.15041804450004,0.0
2025-09-20 09:35:11.694508,14.4062629111971,43.59492142043214,1.2270647348198915,121.03964845980838,2.1348522600521243,100.16354977831146,336.14707680022957,0.0
2025-09-20 09:35:12.694508,14.678120014285412,42.83609866890823,1.4895052287873902,123.25244819994218,2.12444569706384,97.69086205689797,339.93696361593055,0.038007866464184456
2025-09-20 09:35:13.694508,13.963994939209833,43.025116692426224,1.4447329409911565,123.32276207197091,3.3167863720408586,100.7376201570806,353.96541601370944,0.0
2025-09-20 09:35:14.694508,14.501766448946013,44.28606264511961,1.5867499371921925,123.87386695037179,3.2438930087554487,102.00158071243989,352.00285868521155,0.0
2025-09-20 09:35:15.694508,14.180818012523817,42.98355155411959,1.5431337541867238,118.15833644980412,3.068366327935755,99.22650049752134,340.43413277736965,0.0
2025-09-20 09:35:16.694508,13.677440122697439,43.23134693849498,1.429490751452676,117.59820163754323,2.5600432976384315,102.03246694303303,331.86954645860385,0.0
2025-09-20 09:35:17.694508,14.180697802754207,42.05686120696134,1.411819562277829,112.02911837366199,3.3719148172910622,97.68824992959706,321.9537649001971,0.14414114369127573
2025-09-20 09:35:18.694508,14.769018283232985,42.82426443811923,1.2767098289631904,122.61609505588468,3.340151446030238,97.83686991608118,350.7051035372322,0.1531055374372097
2025-09-20 09:35:19.694508,13.982086980445024,43.48762083616688,1.697572316481302,125.41189355661722,3.042652257523727,101.46869629230333,353.76255008335517,0.0
2025-09-20 09:35:20.694508,14.782321827907003,41.755701012927005,1.591840836319906,128.07990839958964,2.411339479365114,95.20671471737315,353.94295528244976,0.9619690207174652
2025-09-20 09:35:21.694508,12.690127447955128,43.16067607449257,1.6835536395590274,121.52586317290253,2.7873758271352465,102.67509545068138,342.14439484375805,0.1613079899546483
2025-09-20 09:35:22.694508,14.410951252187612,43.08063285811585,1.4379207727048973,116.16760113545715,3.4189168387622213,99.6170252531569,336.51260077240835,0.0
2025-09-20 09:35:23.694508,14.043523534119085,43.033029964469954,1.368632906261114,111.51451928355272,3.6635956114008934,99.83337690027662,323.3599158199873,0.0
2025-09-20 09:35:24.694508,13.850496324767066,43.82972711892659,1.2843369866741545,125.20833366541675,2.836731698311836,102.41107415228205,355.0286213027224,0.07211960574320456
2025-09-20 09:35:25.694508,14.04588038826775,43.26755081187882,1.571783516748132,111.01861716611232,2.875163516095869,101.0877978706114,314.94562556152675,0.0
2025-09-20 09:35:26.694508,13.006215542699554,44.182457518685155,1.292041355094353,118.29697961128116,2.9191554459874696,105.39931926321148,334.7819877008763,0.9777563365075813
2025-09-20 09:35:27.694508,13.890164056081243,42.20512838752477,1.8697326137933101,118.87846586028176,3.137446504455486,97.95744621072141,335.52372184088165,0.0
2025-09-20 09:35:28.694508,14.178556285755873,43.10873965377468,1.238471483781312,119.6527243107449,2.709466349969988,100.15775236406849,339.15126966963675,0.0
2025-09-20 09:35:29.694508,14.738947022370757,43.06757342911196,1.5547320238425004,120.1790130001792,2.0,98.1271114049655,329.63973698493993,0.0
2025-09-20 09:35:30.694508,13.740864890863175,42.14459640499594,1.8133709414427572,120.69073778183788,3.5963845008235484,98.60496831142133,344.79673146694097,0.0
2025-09-20 09:35:31.694508,13.595753198553407,43.765036001673074,1.6198179518527618,110.0,3.8973444735812746,102.79533125997644,322.5264366616619,0.11831814213823892
2025-09-20 09:35:32.694508,13.749121478207732,44.85973864468225,1.535134742498356,120.07327954935063,2.6938000701971436,105.34059333647187,333.35614254502445,0.9987227003476923
2025-09-20 09:35:33.694508,14.457701058851036,42.98639514041294,1.306303270607621,110.0,2.466673315540613,98.90186335600815,308.95088927446506,0.0
2025-09-20 09:35:34.694508,14.164375554829842,43.40401687061901,1.2236461622864592,123.66109036545498,2.931449738804889,101.72332670371408,347.3698253929479,0.0
2025-09-20 09:35:35.694508,13.73511989811648,43.067614780652264,1.6540100217835172,117.22437422098194,2.9062480581356134,100.24814730158754,330.8150273639016,0.0
2025-09-20 09:35:36.694508,14.256633716556678,42.42913226407426,1.8012294481549893,110.0,3.49775928858148,98.54533908255654,319.799832185587,0.0
2025-09-20 09:35:37.694508,14.04853877467402,41.54339177775839,1.4122300019043657,115.92897661307312,3.027319720822519,95.74555273516376,331.6422405332526,0.7142613534952702
2025-09-20 09:35:38.694508,14.484322495266445,42.435381213523705,1.2721876984767297,117.14962330407673,2.6036885848144085,97.87198013059103,332.56350661104545,0.08752326661094662
2025-09-20 09:35:39.694508,13.648973453061323,41.88643329523862,1.0083661138901963,125.95349808777502,2.3407952747209757,98.20603132059979,352.8178190317895,0.0
2025-09-20 09:35:40.694508,13.836168926701117,44.36328166244729,1.3038470312674924,120.98318870875123,3.4328170924098367,103.76335423849714,346.70971410980223,0.4509568293620896
2025-09-20 09:35:41.694508,13.803945923433922,42.90791224486141,1.477268631500192,121.7222247217529,3.2997556205821246,99.91422656001382,347.45491765420996,0.0
2025-09-20 09:35:42.694508,13.26824252593394,42.723264536762265,1.8198246481673468,125.906108171103,3.5302799390459096,100.84224373541042,358.40383438893707,0.0
2025-09-20 09:35:43.694508,14.148060138532289,43.71132305983024,1.6346267384465938,119.51927856037756,2.5159066246394532,101.61569253922612,328.9820235896617,0.0
2025-09-20 09:35:44.694508,14.130527636089944,42.102599117715286,1.5610170809413506,123.77093980516202,3.9192184497641644,98.39041076526146,355.8799295320204,0.0
2025-09-20 09:35:45.694508,14.002556728321231,42.38650876959636,1.419976067739774,123.41930556965995,2.1281527464713816,98.0249883246983,339.89533769586257,0.0
2025-09-20 09:35:46.694508,13.882706433312427,43.0544578153989,1.3833668565488086,113.56765253215293,3.35480051070074,100.0927749237154,327.70450928436406,0.0
2025-09-20 09:35:47.694508,13.292314628974793,43.82301519313879,1.7811295195015928,127.36491788814915,2.045208616401549,103.61527650343204,348.4833833952908,0.43547193624767727
2025-09-20 09:35:48.694508,13.78967733861732,43.40134803613503,1.540147708151678,112.89849109964652,2.604834309150766,101.29598851790533,319.0211155589373,0.0
2025-09-20 09:35:49.694508,13.828642741736616,43.198660114012704,1.0794798616157957,124.58683324738924,3.7805114652239795,100.78934428269324,357.83341345843445,0.0
2025-09-20 09:35:50.694508,13.59886136538919,43.062494188188815,1.3652920704205513,112.41463481547184,3.4156821272379947,101.49368865737554,326.9041414278719,0.0
2025-09-20 09:35:51.694508,13.919357144166995,43.32018868442142,1.3283567936456746,123.00618394075836,2.726889792256409,99.55162417100495,345.9997482191391,0.0
2025-09-20 09:35:52.694508,14.20202542840727,43.1613223241034,1.390747198164507,129.30957439075087,2.740581478589156,99.70028028093506,362.4727611352355,0.0
2025-09-20 09:35:53.694508,14.943092950605266,42.17602218017845,1.612582132057017,118.93510671724894,3.050311055417721,95.18268493610998,339.4116978622977,0.8182441385030602
2025-09-20 09:35:54.694508,14.08728890641592,43.036863377306524,1.47851102364115,118.71822178573427,3.2570704953803613,99.31967241198244,339.18793835435764,0.0
2025-09-20 09:35:55.694508,14.128775195361381,42.1410490728658,1.4846269185992675,123.05219999658425,3.6257896913413483,98.79738453747797,356.4564387858379,0.0
2025-09-20 09:35:56.694508,13.962777042116917,43.06486603432066,1.7626946322650474,118.35301772018728,2.771882997695753,100.53569506854419,330.5091002083144,0.0
2025-09-20 09:35:57.694508,13.040614392350479,42.61548164680941,1.3607077820426623,129.0913935187141,2.1941074682563992,101.43325779485161,353.47454332839146,0.0
2025-09-20 09:35:58.694508,13.98674306227539,45.03150529822629,1.87283990517747,120.96096124729348,3.0784843135243802,105.06501229612174,342.18059110786123,0.881391098952965
2025-09-20 09:35:59.694508,14.030115104970513,42.96808449299863,1.3657384817257827,118.39915245889637,2.7712845812458027,100.2393379349715,333.64449946045966,0.0
2025-09-20 09:36:00.694508,15.231621056242643,41.87660834699073,1.5178396393225142,117.29857236052159,2.3496831476257762,93.8449965012314,327.1773293101871,1.3153028216970444
2025-09-20 09:36:01.694508,13.903819517609438,42.89265583145846,1.4437592809194466,115.3352576491349,3.148834457656397,100.44314974931207,334.093656534493,0.0
2025-09-20 09:36:02.694508,14.150773671166807,43.41548699651031,1.5246838267001923,116.86122506621255,2.8934431229536055,100.32724808966222,331.7510649085744,0.0
2025-09-20 09:36:03.694508,13.982644115147378,44.33869115692202,1.5889183990146258,118.24663303170702,3.1532561032348974,103.11578175234732,337.1288906942716,0.20391711470800222
2025-09-20 09:36:04.694508,13.415660981190234,42.52843808004903,1.5867670480177754,117.5618046325071,2.5527778999064097,100.24234877296942,327.2600145829393,0.0
2025-09-20 09:36:05.694508,14.57141140725751,41.73405762078109,1.349376533875884,116.70912362931448,3.2433552651627493,95.85054461672878,331.55951944228553,0.529907054477071
2025-09-20 09:36:06.694508,14.375966516343388,43.653469609144786,1.2754170645104859,130.0,2.341450901622511,100.92405101437197,359.39233046312563,0.0
2025-09-20 09:36:07.694508,14.395515973521523,41.89552103528028,2.0006343581811423,114.84952461755255,2.5861343051517083,95.7662225643675,322.61572329770917,0.6402897011250066
2025-09-20 09:36:08.694508,13.54530627260263,42.65107564679401,1.4032031320798894,120.73316293823088,2.878542884456361,100.0869834061906,340.45644451562003,0.0
2025-09-20 09:36:09.694508,14.70139715546805,42.793903611591205,1.6398424877343973,122.96260504880436,3.870909207479857,98.56224539478352,356.2193172565482,0.0
2025-09-20 09:36:10.694508,13.299074468603859,42.944293237359915,1.1784717378953606,123.15053997791867,3.392412684274247,100.99634060814218,356.26111264349953,0.0
2025-09-20 09:36:11.694508,14.293428546900135,43.55133156565947,1.4440774560190646,119.70696462108764,3.5385962521338947,101.44894034301853,347.7360194204234,0.0
2025-09-20 09:36:12.694508,15.095227812904989,42.45309257417089,1.4745601232035115,118.79648714076345,3.708538516671572,96.00592984166023,345.0614341778103,0.4616606771681626
2025-09-20 09:36:13.694508,13.504731837434656,42.78101659826659,1.5945630139855664,122.25773745619753,4.0,100.44635176665636,355.5117415278807,0.0
2025-09-20 09:36:14.694508,13.716851135198613,42.98858371764049,1.0,121.33260824989101,3.020794533779217,101.3054208903923,343.00219986451356,0.0
2025-09-20 09:36:15.694508,14.04982568254382,43.11967836601503,1.533228122615666,118.70520582616243,3.710200461564928,99.85884459360012,342.4384892796231,0.0
2025-09-20 09:36:16.694508,13.748262172941901,43.07826173976634,1.2700517089264214,112.19060714137785,3.5063176272009704,101.22612274522058,326.1279239647861,0.0
2025-09-20 09:36:17.694508,13.224668284466933,43.348804620178065,1.5648691422389849,117.66038138833376,3.498016251653763,103.41000116262221,337.10210705330877,0.2329533208909964
2025-09-20 09:36:18.694508,14.034281487403014,43.67507160771339,1.2927341606323675,114.26724918146272,3.8871198090200907,101.70463807893952,336.07255676660134,0.0
2025-09-20 09:36:19.694508,13.468848143136947,43.314107292520774,1.3289034608148838,116.66420224966836,2.790343484507762,101.58406345133638,334.24271953214634,0.0
